id,Prioridad,Cantidad,Ventas,Descuento,Modo_envio,Margen,Utilidad,Precio_venta,Precio_costo,Costo_envio,Nombre_cliente,Region,Segmento,Categoria,Subcategoria,Producto,Empaque,fecha_envio
124,Critica,33,"645,76","0,080",Aereo regular,"0,45","259,6572","21,27","11,70","5,63",Kean Nguyen,Argentina,Corporativo,Elementos de oficina,Carpetas,Fellowes Binding Cases,Caja pequena,6/01/2019
125,Critica,2,"64,66","0,090",Aereo regular,"0,55","32,6846","35,53","15,99","9,40",Kean Nguyen,Argentina,Corporativo,Tecnologia,Maquinas de oficina,"AT&T Black Trimline Phone, Model 210",Caja pequena,4/01/2019
126,Regular,39,"412,78","0,020",Aereo regular,"0,54","218,946","10,80","4,97","5,71",Toby Swindell,Paraguay,Negocio,Muebles,Mobiliario,"DAX Value U-Channel Document Frames, Easel Back",Caja mediana,6/07/2019
127,Normal,45,"346,60","0,010",Aereo regular,"0,45","153,999","7,78","4,28","6,18",Neola Schneider,Ecuador,Oficina en casa,Elementos de oficina,Papel,Xerox 1980,Caja pequena,24/11/2018
128,Normal,32,"192,61","0,040",Aereo regular,"0,37","66,2144","6,27","3,95","2,00",Neola Schneider,Ecuador,Oficina en casa,Elementos de oficina,Ligas,Advantus Map Pennant Flags and Round Head Tacks,Bolsa,24/11/2018
129,Baja,7,"74,09","0,020",Aereo regular,"0,40","28,728","10,80","6,48","5,90",Alice McCarthy,Bolivia,Corporativo,Elementos de oficina,Papel,Xerox 1976,Caja pequena,22/04/2020
130,Normal,1,"23,38","0,030",Aereo regular,"0,48","10,847","24,10","12,53","7,17",Olvera Toch,Argentina,Oficina en casa,Elementos de oficina,Carpetas,GBC ProClick Spines for 32-Hole Punch,Caja pequena,13/02/2017
131,Normal,15,"3.588,50","0,010",Terrestre,"0,52","1848,6525","241,65","115,99","56,14",Eugene Moren,Bolivia,Oficina en casa,Tecnologia,Maquinas de oficina,Hewlett-Packard Deskjet 5550 Color Inkjet Printer,Caja redonda,23/05/2017
132,Regular,18,"200,57","0,020",Aereo regular,"0,43","83,9268","11,37","6,48","5,14",Duane Huffman,Argentina,Negocio,Elementos de oficina,Papel,Xerox 23,Caja pequena,8/10/2019
133,Regular,11,"104,22","0,010",Aereo regular,"0,39","39,9773","9,57","5,84","0,83",Sean O'Donnell,Argentina,Corporativo,Elementos de oficina,Boligrafos,Avery Hi-Liter Smear-Safe Highlighters,Bolsa,16/06/2017
134,Regular,32,"1.482,88","0,000",Aereo regular,"0,53","785,92","46,34","21,78","5,94",Carlos Daly,Ecuador,Oficina en casa,Elementos de oficina,Accesorios,Holmes HEPA Air Purifier,Caja mediana,9/06/2020
135,Regular,31,"2.644,18","0,040",Aereo regular,"0,46","1156,796","88,85","47,98","3,61",Carlos Daly,Ecuador,Oficina en casa,Tecnologia,Perifericos,"DS/HD IBM Formatted Diskettes, 200/Pack - Staples",Paquete pequeno,10/06/2020
136,Regular,23,"2.849,20","0,040",Aereo regular,"0,45","1216,8932","129,04","70,97","3,50",Valerie Dominguez,Paraguay,Corporativo,Elementos de oficina,Accesorios,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Caja pequena,19/06/2018
137,Baja,17,"153,41","0,060",Aereo regular,"0,35","47,328","9,60","6,24","5,22",David Kendrick,Peru,Oficina en casa,Muebles,Mobiliario,Eldon Expressions Mahogany Wood Desk Collection,Caja pequena,14/11/2019
138,Critica,50,"2.467,08","0,010",Aereo regular,"0,50","1221,08","49,84","24,92","12,98",Edward Nazzal,Argentina,Oficina en casa,Elementos de oficina,Carpetas,GBC Standard Therm-A-Bind Covers,Caja pequena,8/03/2018
139,Alta,40,"1.016,56","0,030",Aereo regular,"0,39","377,36","26,20","15,98","6,50",Sanjit Jacobs,Chile,Consumidor,Tecnologia,Perifericos,Logitech Access Keyboard,Caja pequena,4/06/2018
140,Alta,26,"12.321,00","0,040",Terrestre,"0,40","4620,3248","493,63","296,18","54,12",Sanjit Jacobs,Chile,Consumidor,Muebles,Mesas,Hon 94000 Series Round Tables,Caja grande,2/06/2018
141,Regular,29,"2.125,51","0,070",Aereo regular,"0,48","937,0857","78,81","40,98","2,99",Karen Carlisle,Colombia,Oficina en casa,Elementos de oficina,Carpetas,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Caja pequena,1/10/2017
142,Regular,10,"3.702,06","0,090",Aereo regular,"0,49","1627,262","406,82","207,48","0,99",Meg O'Connel,Paraguay,Corporativo,Elementos de oficina,Accesorios,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Caja pequena,29/07/2017
143,Baja,21,"1.821,61","0,060",Aereo expreso,"0,35","562,0272","92,28","59,98","3,99",Anthony O'Donnell,Bolivia,Consumidor,Elementos de oficina,Accesorios,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,Caja pequena,6/03/2019
144,Baja,26,"599,29","0,020",Aereo expreso,"0,38","220,2096","23,52","14,58","7,40",Anthony O'Donnell,Bolivia,Consumidor,Muebles,Mobiliario,DAX Clear Channel Poster Frame,Caja pequena,3/03/2019
145,Alta,21,"470,53","0,040",Aereo regular,"0,53","240,1644","23,34","10,97","6,50",Luke Foster,Peru,Corporativo,Tecnologia,Perifericos,Micro Innovations 104 Keyboard,Caja pequena,4/10/2020
146,Alta,39,"141,52","0,040",Aereo regular,"0,45","60,4032","3,78","2,08","2,56",Luke Foster,Peru,Corporativo,Elementos de oficina,Tijeras,Kleencut Forged Office Shears by Acme United Corporation,Paquete pequeno,3/10/2020
147,Critica,22,"1.520,26","0,030",Aereo expreso,"0,42","611,2216","71,24","41,32","58,66",Phillina Ober,Colombia,Negocio,Muebles,Mobiliario,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Caja mediana,17/12/2017
148,Critica,11,"157,63","0,000",Aereo regular,"0,52","81,95","14,33","6,88","2,00",Phillina Ober,Colombia,Negocio,Elementos de oficina,Papel,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",Bolsa,16/12/2017
149,Regular,15,"127,30","0,020",Aereo regular,"0,39","48,102","8,66","5,28","2,99",Claudia Miner,Ecuador,Negocio,Elementos de oficina,Carpetas,"Wilson Jones 1"" Hanging DublLock Ring Binders",Caja pequena,4/08/2020
150,Normal,46,"1.276,98","0,070",Aereo regular,"0,54","645,403","29,85","13,73","6,85",Jim Kriz,Argentina,Consumidor,Muebles,Mobiliario,DAX Wood Document Frame.,Bolsa,21/09/2017
151,Baja,33,"7.630,30","0,060",Aereo regular,"0,50","3571,6296","245,98","122,99","19,99",Mike Vittorini,Bolivia,Negocio,Elementos de oficina,Carpetas,GBC Therma-A-Bind 250T Electric Binding System,Caja pequena,7/05/2017
152,Baja,47,"4.722,67","0,080",Terrestre,"0,37","1488,6028","109,22","68,81","60,00",Mike Vittorini,Bolivia,Negocio,Elementos de oficina,Accesorios,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Caja redonda,7/05/2017
153,Normal,4,"67,11","0,020",Aereo regular,"0,42","27,3904","17,12","9,93","1,09",Stefania Perrino,Colombia,Corporativo,Elementos de oficina,Boligrafos,Peel-Off China Markers,Bolsa,21/05/2019
154,Normal,50,"574,77","0,020",Aereo regular,"0,49","275,77","11,73","5,98","1,49",Stefania Perrino,Chile,Corporativo,Elementos de oficina,Carpetas,Avery Hanging File Binders,Caja pequena,21/05/2019
155,Baja,42,"17.420,76","0,070",Terrestre,"0,37","5619,6","446,00","280,98","35,67",Jas O'Carroll,Argentina,Corporativo,Muebles,Mesas,Global Adaptabilities Conference Tables,Caja grande,21/05/2019
156,Normal,6,"137,99","0,030",Aereo regular,"0,41","54,0522","23,71","13,99","7,51",Maureen Gastineau,Peru,Consumidor,Tecnologia,Maquinas de oficina,Sharp EL500L Fraction Calculator,Caja mediana,22/06/2020
157,Normal,42,"2.414,13","0,010",Aereo regular,"0,35","829,0548","58,06","37,74","2,90",Maureen Gastineau,Peru,Consumidor,Elementos de oficina,Boligrafos,Panasonic KP-150 Electric Pencil Sharpener,Paquete pequeno,21/06/2020
158,Normal,48,"24.029,44","0,010",Terrestre,"0,55","13107,0384","505,67","227,55","32,48",Maureen Gastineau,Peru,Consumidor,Muebles,Mesas,Hon Rectangular Conference Tables,Caja grande,23/06/2020
159,Baja,38,"245,75","0,060",Aereo regular,"0,48","109,7136","6,88","3,58","1,63",Kelly Lampkin,Argentina,Corporativo,Elementos de oficina,Ligas,"OIC Colored Binder Clips, Assorted Sizes",Bolsa,23/04/2017
160,Normal,46,"3.632,51","0,030",Aereo regular,"0,51","1797,5742","81,41","39,89","3,04",Neola Schneider,Ecuador,Oficina en casa,Muebles,Mobiliario,Ultra Commercial Grade Dual Valve Door Closer,Bolsa,31/05/2019
161,Regular,16,"371,70","0,070",Aereo regular,"0,37","119,8624","24,98","15,74","1,39",Allen Rosenblatt,Ecuador,Negocio,Elementos de oficina,Sobres,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",Caja pequena,26/11/2017
162,Baja,6,"1.170,63","0,080",Aereo regular,"0,55","598,0464","212,07","95,43","19,99",Max Jones,Argentina,Oficina en casa,Elementos de oficina,Organizadores,Fellowes Stor/Drawer Steel Plus Storage Drawers,Caja pequena,11/09/2018
163,Normal,19,"2.814,43","0,040",Terrestre,"0,54","1465,812","154,30","70,98","46,74",Hallie Redmond,Bolivia,Oficina en casa,Muebles,Librerias,"Hon Metal Bookcases, Putty",Caja grande,4/06/2020
164,Alta,6,"345,30","0,030",Aereo regular,"0,52","174,4206","59,33","28,48","1,99",Matt Collins,Bolivia,Consumidor,Tecnologia,Perifericos,"Memorex 4.7GB DVD+RW, 3/Pack",Paquete pequeno,6/01/2017
165,Alta,11,"3.505,06","0,010",Aereo regular,"0,36","1239,1654","321,86","205,99","5,99",Matt Collins,Bolivia,Consumidor,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,7/01/2017
166,Normal,34,"481,44","0,000",Aereo regular,"0,55","264,86","14,16","6,37","5,19",Sanjit Jacobs,Chile,Consumidor,Elementos de oficina,Carpetas,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",Caja pequena,2/09/2017
167,Critica,41,"618,97","0,090",Aereo regular,"0,49","272,1129","16,59","8,46","3,62",Anthony Witt,Argentina,Corporativo,Tecnologia,Perifericos,"Imation 3.5"", RTS 247544 3M 3.5 DSDD, 10/Pack",Paquete pequeno,21/02/2020
168,Normal,3,"1.093,62","0,070",Aereo regular,"0,50","505,6542","391,98","195,99","8,99",Jim Epp,Colombia,Negocio,Tecnologia,Telefonos,T28 WORLD,Caja pequena,26/04/2018
169,Critica,22,"250,31","0,020",Aereo regular,"0,54","132,8316","11,61","5,34","2,99",Sean O'Donnell,Argentina,Corporativo,Elementos de oficina,Carpetas,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,Caja pequena,28/02/2017
170,Critica,24,"1.467,80","0,030",Aereo regular,"0,35","484,284","63,05","40,98","7,47",Sean O'Donnell,Argentina,Corporativo,Elementos de oficina,Carpetas,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Caja pequena,27/02/2017
171,Normal,30,"2.262,00","0,000",Aereo regular,"0,50",1131,"75,40","37,70","2,99",Harold Dahlen,Bolivia,Corporativo,Elementos de oficina,Carpetas,Vinyl Sectional Post Binders,Caja pequena,22/02/2018
172,Baja,13,"377,44","0,100",Aereo regular,"0,35","104,832","32,26","20,97","6,50",Muhammed Yedwab,Colombia,Consumidor,Tecnologia,Perifericos,Microsoft Internet Keyboard,Caja pequena,27/05/2020
173,Normal,28,"231,50","0,070",Aereo regular,"0,44","92,0556","8,89","4,98","4,72",Ed Braxton,Peru,Consumidor,Elementos de oficina,Papel,Xerox 1949,Caja pequena,23/08/2019
174,Regular,48,"8.506,08","0,010",Aereo regular,"0,38","3179,04","179,00","110,98","13,99",Stuart Calhoun,Argentina,Consumidor,Muebles,Mobiliario,"Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle",Caja mediana,19/09/2019
175,Critica,44,"7.108,99","0,040",Terrestre,"0,40","2665,872","168,30","100,98","26,22",Sylvia Foulston,Ecuador,Oficina en casa,Muebles,Librerias,Hon 4-Shelf Metal Bookcases,Caja grande,16/02/2020
176,Critica,11,"1.201,61","0,250",Aereo regular,"0,51","416,5425","145,65","71,37","69,00",Sylvia Foulston,Ecuador,Oficina en casa,Muebles,Mesas,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Caja larga,16/02/2020
177,Critica,7,"768,47","0,010",Aereo expreso,"0,36","271,6777","110,89","70,97","3,50",Thea Hendricks,Colombia,Oficina en casa,Elementos de oficina,Accesorios,Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,Caja pequena,15/02/2020
178,Critica,23,"212,78","0,020",Aereo regular,"0,48","99,8476","9,44","4,91","0,50",Thea Hendricks,Chile,Oficina en casa,Elementos de oficina,Etiquetas,Avery 493,Caja pequena,16/02/2020
179,Baja,7,"654,45","0,090",Aereo regular,"0,46","266,0938","102,74","55,48","14,30",Ionia McGrath,Colombia,Oficina en casa,Elementos de oficina,Papel,Xerox 194,Caja pequena,27/08/2020
180,Normal,14,"452,20","0,050",Aereo regular,"0,53","228,48","34,00","15,98","4,00",Guy Armstrong,Colombia,Corporativo,Tecnologia,Perifericos,Logitech Access Keyboard,Caja pequena,20/11/2020
181,Critica,27,"186,57","0,000",Aereo regular,"0,36","67,23","6,91","4,42","4,99",Aaron Smayling,Chile,Negocio,Elementos de oficina,Sobres,Grip Seal Envelopes,Caja pequena,9/04/2017
182,Normal,35,"4.993,58","0,080",Terrestre,"0,35","1465,576","155,08","100,80","60,00",Karl Brown,Chile,Oficina en casa,Muebles,Mesas,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",Caja redonda,7/11/2019
183,Regular,25,"1.273,40","0,070",Aereo regular,"0,48","561,4025","54,77","28,48","1,99",Sung Shariari,Paraguay,Corporativo,Tecnologia,Perifericos,"Memorex 4.7GB DVD+RW, 3/Pack",Paquete pequeno,26/04/2020
184,Regular,3,"73,47","0,100",Aereo regular,"0,47","30,207","27,21","14,42","6,75",Craig Carroll,Argentina,Corporativo,Elementos de oficina,Accesorios,Holmes Odor Grabber,Caja mediana,22/06/2017
185,Regular,1,"16,50","0,060",Aereo regular,"0,51","7,897","17,55","8,60","6,19",Lela Donovan,Bolivia,Corporativo,Elementos de oficina,Carpetas,Avery Printable Repositionable Plastic Tabs,Caja pequena,18/04/2020
186,Regular,11,"15.690,02","0,030",Aereo regular,"0,39","5823,1316","1.470,48","896,99","19,99",Lela Donovan,Bolivia,Corporativo,Elementos de oficina,Carpetas,GBC DocuBind TL300 Electric Binding System,Caja pequena,20/04/2020
187,Regular,16,"127,33","0,080",Aereo regular,"0,51","59,488","8,65","4,24","5,41",Lela Donovan,Bolivia,Corporativo,Elementos de oficina,Carpetas,Storex DuraTech Recycled Plastic Frosted Binders,Caja pequena,20/04/2020
188,Normal,48,"388,61","0,080",Aereo regular,"0,40","135,168","8,80","5,28","5,57",Nicole Brennan,Bolivia,Oficina en casa,Elementos de oficina,Papel,Xerox 1981,Caja pequena,4/02/2018
189,Critica,15,"735,02","0,050",Aereo regular,"0,38","255,315","51,58","31,98","6,72",Tanja Norvell,Paraguay,Consumidor,Elementos de oficina,Organizadores,Fellowes Bankers Box Stor/Drawer Steel Plus,Caja pequena,25/01/2018
190,Baja,40,"1.660,22","0,050",Aereo regular,"0,52","821,42","43,69","20,97","6,50",Harold Dahlen,Bolivia,Corporativo,Tecnologia,Perifericos,Microsoft Internet Keyboard,Caja pequena,10/01/2018
191,Regular,26,"1.311,44","0,000",Aereo regular,"0,37","485,16","50,44","31,78","1,99",Emily Grady,Bolivia,Oficina en casa,Tecnologia,Perifericos,"Memorex 4.7GB DVD-RAM, 3/Pack",Paquete pequeno,29/02/2020
192,Regular,10,"43,66","0,010",Aereo regular,"0,37","15,859","4,41","2,78","1,34",Emily Grady,Bolivia,Oficina en casa,Elementos de oficina,Boligrafos,Prang Drawing Pencil Set,Bolsa,29/02/2020
193,Critica,27,"7.524,36","0,000",Terrestre,"0,53","3987,9","278,68","130,98","54,74",Sally Matthias,Colombia,Corporativo,Muebles,Librerias,"O'Sullivan Elevations Bookcase, Cherry Finish",Caja grande,31/05/2020
194,Critica,8,"2.817,78","0,050",Terrestre,"0,41","1067,776","370,76","218,75","69,64",Sally Matthias,Colombia,Corporativo,Muebles,Mesas,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Caja grande,1/06/2020
195,Regular,46,"348,29","0,050",Aereo regular,"0,35","110,009","7,97","5,18","5,74",Lena Creighton,Argentina,Oficina en casa,Elementos de oficina,Carpetas,Wilson Jones Impact Binders,Caja pequena,14/05/2018
196,Regular,14,"1.796,21","0,060",Aereo regular,"0,37","592,3484","136,49","85,99","3,30",Lena Creighton,Argentina,Oficina en casa,Tecnologia,Telefonos,Accessory20,Paquete pequeno,15/05/2018
197,Alta,39,"7.568,46","0,060",Aereo regular,"0,49","3462,147","206,45","105,29","10,12",Mitch Willingham,Paraguay,Corporativo,Muebles,Mobiliario,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,Caja larga,6/07/2017
198,Critica,34,"1.584,74","0,000",Aereo regular,"0,51","808,18","46,61","22,84","16,92",Sally Matthias,Colombia,Oficina en casa,Elementos de oficina,Papel,Xerox 1973,Caja pequena,14/09/2017
199,Normal,4,"77,24","0,000",Aereo regular,"0,52","40,16","19,31","9,27","4,39",Justin Knight,Bolivia,Corporativo,Elementos de oficina,Papel,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Bolsa,14/05/2017
200,Alta,44,"744,48","0,060",Aereo regular,"0,35","229,68","18,00","11,70","5,63",Janet Lee,Paraguay,Consumidor,Elementos de oficina,Carpetas,Fellowes Binding Cases,Caja pequena,20/05/2019
201,Alta,40,"295,50","0,080",Aereo regular,"0,38","96,304","8,03","4,98","7,44",Janet Lee,Paraguay,Consumidor,Elementos de oficina,Papel,Xerox 1922,Caja pequena,19/05/2019
202,Alta,29,"319,76","0,060",Aereo regular,"0,55","166,6398","11,73","5,28","5,57",Janet Lee,Paraguay,Consumidor,Elementos de oficina,Papel,Xerox 1981,Caja pequena,20/05/2019
203,Baja,15,"1.860,92","0,060",Aereo regular,"0,50","871,068","131,98","65,99","5,26",Jim Radford,Ecuador,Corporativo,Tecnologia,Telefonos,g520,Caja pequena,22/04/2020
204,Baja,18,"4.963,76","0,010",Aereo regular,"0,44","2155,941","278,55","155,99","8,99",Jim Radford,Ecuador,Corporativo,Tecnologia,Telefonos,LX 788,Caja pequena,19/04/2020
205,Baja,24,"4.053,89","0,080",Terrestre,"0,45","1630,368","183,60","100,98","35,84",Ritsa Hightower,Argentina,Corporativo,Muebles,Librerias,"Bush Westfield Collection Bookcases, Fully Assembled",Caja grande,31/10/2020
206,Alta,48,"9.384,65","0,090",Terrestre,"0,53","4537,608","214,85","100,98","26,22",Theone Pippenger,Colombia,Corporativo,Muebles,Librerias,Hon 4-Shelf Metal Bookcases,Caja grande,19/06/2020
207,Baja,5,"164,41","0,060",Aereo regular,"0,40","59,456","34,98","20,99","2,50",Corey Catlett,Colombia,Oficina en casa,Tecnologia,Telefonos,Accessory37,Bolsa,20/08/2018
208,Baja,39,"255,89","0,060",Aereo regular,"0,43","100,6668","6,98","3,98","5,26",Corey Catlett,Colombia,Oficina en casa,Elementos de oficina,Carpetas,Ibico Presentation Index for Binding Systems,Caja pequena,23/08/2018
209,Baja,31,"10.328,29","0,020",Terrestre,"0,35","3477,9086","339,97","220,98","64,66",Corey Catlett,Colombia,Oficina en casa,Muebles,Librerias,"Bush Cubix Collection Bookcases, Fully Assembled",Caja grande,23/08/2018
210,Alta,43,"29.177,10","0,070",Aereo regular,"0,43","11294,2639","729,61","415,88","11,37",Frank Merwin,Bolivia,Consumidor,Elementos de oficina,Organizadores,Deluxe Rollaway Locking File with Drawer,Caja pequena,27/04/2018
211,Alta,39,"10.387,57","0,090",Terrestre,"0,45","4109,3481","292,69","160,98","35,02",Ed Jacobs,Colombia,Negocio,Muebles,Librerias,Rush Hierlooms Collection Rich Wood Bookcases,Caja grande,21/12/2017
212,Alta,47,"13.205,24","0,090",Aereo regular,"0,43","4933,7075","308,75","175,99","4,99",Ed Jacobs,Peru,Negocio,Tecnologia,Telefonos,Polyproplyene Holder,Caja pequena,22/12/2017
213,Regular,13,"78,51","0,100",Aereo expreso,"0,45","30,537","6,71","3,69","0,50",Carlos Soltero,Ecuador,Consumidor,Elementos de oficina,Etiquetas,Avery 52,Caja pequena,14/03/2018
214,Regular,21,"191,72","0,050",Aereo regular,"0,51","92,8095","9,61","4,71","0,70",Carlos Soltero,Ecuador,Consumidor,Elementos de oficina,Ligas,Plymouth Boxed Rubber Bands by Plymouth,Bolsa,14/03/2018
215,Critica,44,"6.744,84","0,070",Terrestre,"0,36","2103,2836","164,83","105,49","41,64",Carol Darley,Bolivia,Negocio,Muebles,Mesas,Balt Solid Wood Rectangular Table,Caja grande,15/08/2019
216,Baja,41,"1.353,27","0,010",Aereo regular,"0,47","628,8006","33,34","17,67","8,99",Stefanie Holloman,Paraguay,Negocio,Muebles,Mobiliario,"Executive Impressions 12"" Wall Clock",Paquete pequeno,11/08/2019
217,Normal,2,"20,17","0,020",Aereo regular,"0,37","7,2084","10,29","6,48","8,74",Noel Staavos,Colombia,Oficina en casa,Elementos de oficina,Papel,Xerox 1984,Caja pequena,7/12/2017
218,Normal,32,"40.491,59","0,060",Aereo expreso,"0,48","18091,9104","1.346,13","699,99","24,49",Noel Staavos,Colombia,Oficina en casa,Tecnologia,Copiadoras,Canon PC1060 Personal Laser Copier,Caja larga,7/12/2017
219,Normal,24,"896,35","0,020",Aereo regular,"0,55","484,7472","38,11","17,15","4,96",Noel Staavos,Chile,Oficina en casa,Elementos de oficina,Organizadores,Advantus Rolling Storage Box,Caja pequena,7/12/2017
220,Normal,25,"1.286,19","0,070",Aereo regular,"0,44","511,69","55,32","30,98","8,74",Noel Staavos,Argentina,Oficina en casa,Elementos de oficina,Papel,Xerox 1979,Caja pequena,6/12/2017
221,Normal,13,"34.641,98","0,040",Terrestre,"0,51","16960,164","2.775,80","1.360,14","14,70",Noel Staavos,Argentina,Oficina en casa,Tecnologia,Maquinas de oficina,Okidata ML395C Color Dot Matrix Printer,Caja redonda,8/12/2017
